nom1;nom2;nom3;nom4;code_postal;longitude;latitude
moutiers-sous-chantemerle;MOUTIERS-SOUS-CHANTEMERLE;moutiers sous chantemerle;Moutiers-sous-Chantemerle;79320;-0.616667;46.7
chapelle-saint-etienne;LA CHAPELLE-SAINT-ETIENNE;la chapelle saint etienne;La Chapelle-Saint-Étienne;79240;-0.566667;46.6833
nueil-les-aubiers;NUEIL-LES-AUBIERS;nueil les aubiers;Nueil-les-Aubiers;79250;-0.59;46.9373
saivres;SAIVRES;saivres;Saivres;79400;-0.233333;46.4333
cersay;CERSAY;cersay;Cersay;79290;-0.35;47.05
beaulieu-sous-parthenay;BEAULIEU-SOUS-PARTHENAY;beaulieu sous parthenay;Beaulieu-sous-Parthenay;79420;-0.233333;46.5833
couture-d-argenson;COUTURE-D'ARGENSON;couture d argenson;Couture-d'Argenson;79110;-0.083333;46
saint-aubin-le-cloud;SAINT-AUBIN-LE-CLOUD;saint aubin le cloud;Saint-Aubin-le-Cloud;79450;-0.35;46.65
maire-levescault;MAIRE-LEVESCAULT;maire levescault;Mairé-Levescault;79190;0.0813889;46.1542
luzay;LUZAY;luzay;Luzay;79100;-0.2;46.9333
cherigne;CHERIGNE;cherigne;Chérigné;79170;-0.166667;46.1167
combrand;COMBRAND;combrand;Combrand;79140;-0.683333;46.8667
boisserolles;BOISSEROLLES;boisserolles;Boisserolles;79360;-0.466667;46.1
saint-pierre-des-echaubrognes;SAINT-PIERRE-DES-ECHAUBROGNES;saint pierre des echaubrognes;Saint-Pierre-des-Échaubrognes;79700;-0.744167;46.9895
vouille-79;VOUILLE;vouille;Vouillé;79230;-0.366667;46.3167
adilly;ADILLY;adilly;Adilly;79200;-0.316667;46.6833
saint-amand-sur-sevre;SAINT-AMAND-SUR-SEVRE;saint amand sur sevre;Saint-Amand-sur-Sèvre;79700;-0.8;46.8667
vancais;VANCAIS;vancais;Vançais;79120;0.05;46.3
coudre;LA COUDRE;la coudre;La Coudre;79150;-0.466667;46.95
saint-jouin-de-marnes;SAINT-JOUIN-DE-MARNES;saint jouin de marnes;Saint-Jouin-de-Marnes;79600;-0.05;46.8833
priaires;PRIAIRES;priaires;Priaires;79210;-0.6;46.1333
sainte-gemme-79;SAINTE-GEMME;sainte gemme;Sainte-Gemme;79330;-0.287778;46.9006
etusson;ETUSSON;etusson;Étusson;79150;-0.516667;47.0167
exoudun;EXOUDUN;exoudun;Exoudun;79800;-0.066667;46.3333
coulonges-thouarsais;COULONGES-THOUARSAIS;coulonges thouarsais;Coulonges-Thouarsais;79330;-0.316667;46.9333
exireuil;EXIREUIL;exireuil;Exireuil;79400;-0.183333;46.4333
germond-rouvre;GERMOND-ROUVRE;germond rouvre;Germond-Rouvre;79220;-0.420278;46.455
vallans;VALLANS;vallans;Vallans;79270;-0.55;46.2167
pougne-herisson;POUGNE-HERISSON;pougne herisson;Pougne-Hérisson;79130;-0.4;46.65
saint-vincent-la-chatre;SAINT-VINCENT-LA-CHATRE;saint vincent la chatre;Saint-Vincent-la-Châtre;79500;-0.033333;46.2167
doux-79;DOUX;doux;Doux;79390;0.016667;46.75
fenery;FENERY;fenery;Fénery;79450;-0.366667;46.6833
messe;MESSE;messe;Messé;79120;0.116667;46.2667
granzay-gript;GRANZAY-GRIPT;granzay gript;Granzay-Gript;79360;-0.468889;46.2142
ardin;ARDIN;ardin;Ardin;79160;-0.55;46.4833
pamproux;PAMPROUX;pamproux;Pamproux;79800;-0.05;46.3833
clussais-la-pommeraie;CLUSSAIS-LA-POMMERAIE;clussais la pommeraie;Clussais-la-Pommeraie;79190;0.05;46.2
saint-pompain;SAINT-POMPAIN;saint pompain;Saint-Pompain;79160;-0.6;46.4333
bataille;LA BATAILLE;la bataille;La Bataille;79110;-0.1;46.0833
saint-coutant-79;SAINT-COUTANT;saint coutant;Saint-Coutant;79120;0.00194444;46.2145
mauleon;MAULEON;mauleon;Mauléon;79700;-0.748333;46.9236
viennay;VIENNAY;viennay;Viennay;79200;-0.25;46.6833
paizay-le-tort;PAIZAY-LE-TORT;paizay le tort;Paizay-le-Tort;79500;-0.183333;46.1667
salles-79;SALLES;salles;Salles;79800;-0.0994444;46.3853
vanneau-irleau;LE VANNEAU-IRLEAU;le vanneau irleau;Le Vanneau-Irleau;79270;-0.633333;46.3
arcais;ARCAIS;arcais;Arçais;79210;-0.683333;46.3
bourdet;LE BOURDET;le bourdet;Le Bourdet;79210;-0.616667;46.2333
saint-romans-des-champs;SAINT-ROMANS-DES-CHAMPS;saint romans des champs;Saint-Romans-des-Champs;79230;-0.35;46.2
chantecorps;CHANTECORPS;chantecorps;Chantecorps;79340;-0.15;46.5
pliboux;PLIBOUX;pliboux;Pliboux;79190;0.133333;46.1667
aubigne-79;AUBIGNE;aubigne;Aubigné;79110;-0.133333;46.05
asnieres-en-poitou;ASNIERES-EN-POITOU;asnieres en poitou;Asnières-en-Poitou;79170;-0.183333;46.1
chize;CHIZE;chize;Chizé;79170;-0.35;46.1167
pers-79;PERS;pers;Pers;79190;0.066667;46.2167
saint-cyr-la-lande;SAINT-CYR-LA-LANDE;saint cyr la lande;Saint-Cyr-la-Lande;79100;-0.15;47.05
luche-thouarsais;LUCHE-THOUARSAIS;luche thouarsais;Luché-Thouarsais;79330;-0.333333;46.9
soudan-79;SOUDAN;soudan;Soudan;79800;-0.116667;46.4333
montravers;MONTRAVERS;montravers;Montravers;79140;-0.716667;46.8333
pin-79;LE PIN;le pin;Le Pin;79140;-0.654167;46.8612
pressigny-79;PRESSIGNY;pressigny;Pressigny;79390;-0.1;46.75
couarde;LA COUARDE;la couarde;La Couarde;79800;-0.15;46.3167
sompt;SOMPT;sompt;Sompt;79110;-0.1;46.15
crezieres;CREZIERES;crezieres;Crézières;79110;-0.133333;46.0833
azay-le-brûle;AZAY-LE-BRULE;azay le brule;Azay-le-Brûlé;79400;-0.25;46.4
bessines;BESSINES;bessines;Bessines;79000;-0.5;46.3
saint-gelais;SAINT-GELAIS;saint gelais;Saint-Gelais;79410;-0.383333;46.3833
beceleuf;BECELEUF;beceleuf;Béceleuf;79160;-0.5;46.4667
pierrefitte-79;PIERREFITTE;pierrefitte;Pierrefitte;79330;-0.3;46.8667
brieuil-sur-chize;BRIEUIL-SUR-CHIZE;brieuil sur chize;Brieuil-sur-Chizé;79170;-0.316667;46.1167
brie-79;BRIE;brie;Brie;79100;-0.0408333;46.9198
oiron;OIRON;oiron;Oiron;79100;-0.083333;46.95
trayes;TRAYES;trayes;Trayes;79240;-0.483333;46.6833
chapelle-bertrand;LA CHAPELLE-BERTRAND;la chapelle bertrand;La Chapelle-Bertrand;79200;-0.183333;46.6167
caunay;CAUNAY;caunay;Caunay;79190;0.083333;46.2
sainte-verge;SAINTE-VERGE;sainte verge;Sainte-Verge;79100;-0.216667;47.0167
secondigne-sur-belle;SECONDIGNE-SUR-BELLE;secondigne sur belle;Secondigné-sur-Belle;79170;-0.3;46.1667
clesse-79;CLESSE;clesse;Clessé;79350;-0.416667;46.7167
rom;ROM;rom;Rom;79120;0.116667;46.3
chapelle-saint-laurent;LA CHAPELLE-SAINT-LAURENT;la chapelle saint laurent;La Chapelle-Saint-Laurent;79430;-0.483333;46.75
tessonniere;TESSONNIERE;tessonniere;Tessonnière;79600;-0.183333;46.8167
cours-79;COURS;cours;Cours;79220;-0.416667;46.5
luche-sur-brioux;LUCHE-SUR-BRIOUX;luche sur brioux;Luché-sur-Brioux;79170;-0.15;46.1333
vert-79;LE VERT;le vert;Le Vert;79170;-0.383333;46.0833
faye-sur-ardin;FAYE-SUR-ARDIN;faye sur ardin;Faye-sur-Ardin;79160;-0.516667;46.45
saint-maxire;SAINT-MAXIRE;saint maxire;Saint-Maxire;79410;-0.483333;46.4
champdeniers-saint-denis;CHAMPDENIERS-SAINT-DENIS;champdeniers saint denis;Champdeniers-Saint-Denis;79220;-0.405;46.4842
saint-symphorien-79;SAINT-SYMPHORIEN;saint symphorien;Saint-Symphorien;79270;-0.5;46.2667
sainte-soline;SAINTE-SOLINE;sainte soline;Sainte-Soline;79120;0.033333;46.25
rochenard;LA ROCHENARD;la rochenard;La Rochénard;79270;-0.583333;46.2
thorigny-sur-le-mignon;THORIGNY-SUR-LE-MIGNON;thorigny sur le mignon;Thorigny-sur-le-Mignon;79360;-0.55;46.15
maisonnay;MAISONNAY;maisonnay;Maisonnay;79500;-0.066667;46.1833
argenton-les-vallees;ARGENTON-LES-VALLEES;argenton les vallees;Argenton-les-Vallées;79150;-0.45;46.9833
soutiers;SOUTIERS;soutiers;Soutiers;79310;-0.266667;46.5667
prahecq;PRAHECQ;prahecq;Prahecq;79230;-0.35;46.25
melle-79;MELLE;melle;Mellé;79500;-0.133333;46.2167
perigne;PERIGNE;perigne;Périgné;79170;-0.25;46.1833
foret-sur-sevre;LA FORET-SUR-SEVRE;la foret sur sevre;La Forêt-sur-Sèvre;79380;-0.65;46.7667
aubigny-79;AUBIGNY;aubigny;Aubigny;79390;-0.133333;46.7333
vautebis;VAUTEBIS;vautebis;Vautebis;79420;-0.15;46.5333
vouhe-79;VOUHE;vouhe;Vouhé;79310;-0.233333;46.55
paizay-le-chapt;PAIZAY-LE-CHAPT;paizay le chapt;Paizay-le-Chapt;79170;-0.183333;46.0833
moyenneville-80;MOYENNEVILLE;moyenneville;Moyenneville;80870;1.75;50.075
bussu;BUSSU;bussu;Bussu;80200;2.96667;49.9333
marquaix;MARQUAIX;marquaix;Marquaix;80240;3.06667;49.9333
crouy-saint-pierre;CROUY-SAINT-PIERRE;crouy saint pierre;Crouy-Saint-Pierre;80310;2.0875;49.9692
beaumetz;BEAUMETZ;beaumetz;Beaumetz;80370;2.11667;50.1333
mericourt-en-vimeu;MERICOURT-EN-VIMEU;mericourt en vimeu;Méricourt-en-Vimeu;80640;1.95;49.9
templeux-le-guerard;TEMPLEUX-LE-GUERARD;templeux le guerard;Templeux-le-Guérard;80240;3.15;49.9667
mailly-raineval;MAILLY-RAINEVAL;mailly raineval;Mailly-Raineval;80110;2.45;49.75
famechon-80;FAMECHON;famechon;Famechon;80290;02.05;49.75
canchy-80;CANCHY;canchy;Canchy;80150;1.88333;50.1833
fontaine-le-sec;FONTAINE-LE-SEC;fontaine le sec;Fontaine-le-Sec;80140;1.8;49.95
mericourt-l-abbe;MERICOURT-L'ABBE;mericourt l abbe;Méricourt-l'Abbé;80113;2.56667;49.95
mezerolles;MEZEROLLES;mezerolles;Mézerolles;80600;2.23333;50.1833
bus-les-artois;BUS-LES-ARTOIS;bus les artois;Bus-lès-Artois;80560;2.54139;50.1034
villers-bocage-80;VILLERS-BOCAGE;villers bocage;Villers-Bocage;80260;2.33333;49.9833
gruny;GRUNY;gruny;Gruny;80700;2.83333;49.7333
balatre;BALATRE;balatre;Balâtre;80700;2.86667;49.7167
warsy;WARSY;warsy;Warsy;80500;2.65;49.7
vauchelles-les-domart;VAUCHELLES-LES-DOMART;vauchelles les domart;Vauchelles-lès-Domart;80620;02.05;50.05
mezieres-en-santerre;MEZIERES-EN-SANTERRE;mezieres en santerre;Mézières-en-Santerre;80110;2.55;49.7833
fontaine-sur-maye;FONTAINE-SUR-MAYE;fontaine sur maye;Fontaine-sur-Maye;80150;1.93333;50.2333
morisel;MORISEL;morisel;Morisel;80110;2.48333;49.7667
vironchaux;VIRONCHAUX;vironchaux;Vironchaux;80150;1.81667;50.2833
croix-moligneaux;CROIX-MOLIGNEAUX;croix moligneaux;Croix-Moligneaux;80400;2.98333;49.8
biaches;BIACHES;biaches;Biaches;80200;2.91667;49.9167
ignaucourt;IGNAUCOURT;ignaucourt;Ignaucourt;80720;2.56667;49.8333
saint-maulvis;SAINT-MAULVIS;saint maulvis;Saint-Maulvis;80140;1.83333;49.9
bernay-en-ponthieu;BERNAY-EN-PONTHIEU;bernay en ponthieu;Bernay-en-Ponthieu;80120;1.75;50.2667
quevauvillers;QUEVAUVILLERS;quevauvillers;Quevauvillers;80710;2.08333;49.8167
hombleux;HOMBLEUX;hombleux;Hombleux;80400;2.98333;49.7333
vecquemont;VECQUEMONT;vecquemont;Vecquemont;80800;2.45;49.8833
maison-roland;MAISON-ROLAND;maison roland;Maison-Roland;80135;2.01667;50.1167
hamel-80;LE HAMEL;le hamel;Le Hamel;80800;2.56667;49.8833
berneuil-80;BERNEUIL;berneuil;Berneuil;80620;2.16667;50.1
clairy-saulchoix;CLAIRY-SAULCHOIX;clairy saulchoix;Clairy-Saulchoix;80540;2.16667;49.85
vaudricourt-80;VAUDRICOURT;vaudricourt;Vaudricourt;80230;1.55;50.1167
avesnes-chaussoy;AVESNES-CHAUSSOY;avesnes chaussoy;Avesnes-Chaussoy;80140;1.86667;49.9
tailly-80;TAILLY;tailly;Tailly;80270;1.94695;49.9306
barly-80;BARLY;barly;Barly;80600;2.26667;50.2
franleu;FRANLEU;franleu;Franleu;80210;1.65;50.1
bernes;BERNES;bernes;Bernes;80240;3.08333;49.9
froyelles;FROYELLES;froyelles;Froyelles;80150;1.93333;50.2333
lanches-saint-hilaire;LANCHES-SAINT-HILAIRE;lanches saint hilaire;Lanches-Saint-Hilaire;80620;2.13333;50.1
englebelmer;ENGLEBELMER;englebelmer;Englebelmer;80300;2.6;50.05
doullens;DOULLENS;doullens;Doullens;80600;2.35;50.15
miannay;MIANNAY;miannay;Miannay;80132;1.71667;50.1
aumatre;AUMATRE;aumatre;Aumâtre;80140;1.78333;49.9167
vauchelles-les-quesnoy;VAUCHELLES-LES-QUESNOY;vauchelles les quesnoy;Vauchelles-les-Quesnoy;80132;1.88333;50.1
marieux;MARIEUX;marieux;Marieux;80560;2.43333;50.1
flixecourt;FLIXECOURT;flixecourt;Flixecourt;80420;2.08333;50.0167
lucheux;LUCHEUX;lucheux;Lucheux;80600;2.41667;50.2
courcelette;COURCELETTE;courcelette;Courcelette;80300;2.75;50.0667
nampty;NAMPTY;nampty;Nampty;80160;2.2;49.8
maurepas-80;MAUREPAS;maurepas;Maurepas;80360;2.83333;49.9833
eaucourt-sur-somme;EAUCOURT-SUR-SOMME;eaucourt sur somme;Eaucourt-sur-Somme;80580;1.88333;50.0667
naours;NAOURS;naours;Naours;80260;2.28333;50.0333
behencourt;BEHENCOURT;behencourt;Béhencourt;80260;2.43333;49.9667
saint-riquier;SAINT-RIQUIER;saint riquier;Saint-Riquier;80135;1.95;50.1333
louvrechy;LOUVRECHY;louvrechy;Louvrechy;80250;2.4;49.7333
forceville;FORCEVILLE;forceville;Forceville;80560;2.56667;50.05
quend;QUEND;quend;Quend;80120;1.63333;50.3167
aumont-80;AUMONT;aumont;Aumont;80640;1.91667;49.8833
saint-gratien-80;SAINT-GRATIEN;saint gratien;Saint-Gratien;80260;2.41667;49.95
oisemont;OISEMONT;oisemont;Oisemont;80140;1.76667;49.95
port-le-grand;PORT-LE-GRAND;port le grand;Port-le-Grand;80132;1.75;50.15
boufflers;BOUFFLERS;boufflers;Boufflers;80150;2.01667;50.2667
bettembos;BETTEMBOS;bettembos;Bettembos;80590;1.88333;49.8
lieramont;LIERAMONT;lieramont;Liéramont;80240;03.05;50
cavillon;CAVILLON;cavillon;Cavillon;80310;2.08333;49.9167
fricourt;FRICOURT;fricourt;Fricourt;80300;2.71667;50
malpart;MALPART;malpart;Malpart;80250;2.5;49.6833
vaux-sur-somme;VAUX-SUR-SOMME;vaux sur somme;Vaux-sur-Somme;80800;2.55;49.9167
woignarue;WOIGNARUE;woignarue;Woignarue;80460;1.5;50.1167
rainneville;RAINNEVILLE;rainneville;Rainneville;80260;2.35;49.9667
mouflers;MOUFLERS;mouflers;Mouflers;80690;02.05;50.0333
cartigny;CARTIGNY;cartigny;Cartigny;80200;3.01667;49.9167
equennes-eramecourt;EQUENNES-ERAMECOURT;equennes eramecourt;Équennes-Éramecourt;80290;1.96;49.7339
cerisy;CERISY;cerisy;Cerisy;80800;2.63861;49.9064
montigny-sur-l-hallue;MONTIGNY-SUR-L'HALLUE;montigny sur l hallue;Montigny-sur-l'Hallue;80260;2.45;49.9667
lihons;LIHONS;lihons;Lihons;80320;2.76667;49.8167
allenay;ALLENAY;allenay;Allenay;80530;1.5;50.0833
cayeux-en-santerre;CAYEUX-EN-SANTERRE;cayeux en santerre;Cayeux-en-Santerre;80720;2.6;49.8167
harponville;HARPONVILLE;harponville;Harponville;80560;2.51667;50.0333
rouy-le-petit;ROUY-LE-PETIT;rouy le petit;Rouy-le-Petit;80190;2.95;49.7667
fleury-80;FLEURY;fleury;Fleury;80160;2.11667;49.75
guyencourt-sur-noye;GUYENCOURT-SUR-NOYE;guyencourt sur noye;Guyencourt-sur-Noye;80250;2.36667;49.7833
bourdon;BOURDON;bourdon;Bourdon;80310;2.06667;49.9833
tilloy-les-conty;TILLOY-LES-CONTY;tilloy les conty;Tilloy-lès-Conty;80160;2.18333;49.75
frettemeule;FRETTEMEULE;frettemeule;Frettemeule;80220;1.64389;50
allery;ALLERY;allery;Allery;80270;1.9;49.9667
argoules;ARGOULES;argoules;Argoules;80120;1.83333;50.35
champien;CHAMPIEN;champien;Champien;80700;2.85;49.6833
folleville-80;FOLLEVILLE;folleville;Folleville;80250;2.36667;49.6833
contoire;CONTOIRE;contoire;Contoire;80500;2.55;49.7167
boisle;LE BOISLE;le boisle;Le Boisle;80150;1.98333;50.2667
sauvillers-mongival;SAUVILLERS-MONGIVAL;sauvillers mongival;Sauvillers-Mongival;80110;2.46667;49.7333
namps-maisnil;NAMPS-MAISNIL;namps maisnil;Namps-Maisnil;80290;2.10695;49.8028
sentelie;SENTELIE;sentelie;Sentelie;80160;2.03333;49.7167
thezy-glimont;THEZY-GLIMONT;thezy glimont;Thézy-Glimont;80110;2.43333;49.8167
framicourt;FRAMICOURT;framicourt;Framicourt;80140;1.68333;49.95
dominois;DOMINOIS;dominois;Dominois;80120;1.85;50.3333
blangy-tronville;BLANGY-TRONVILLE;blangy tronville;Blangy-Tronville;80440;2.41667;49.8833
millencourt-en-ponthieu;MILLENCOURT-EN-PONTHIEU;millencourt en ponthieu;Millencourt-en-Ponthieu;80135;1.9;50.15
bray-sur-somme;BRAY-SUR-SOMME;bray sur somme;Bray-sur-Somme;80340;2.71667;49.9333
lancheres;LANCHERES;lancheres;Lanchères;80230;1.55;50.1667
bouzincourt;BOUZINCOURT;bouzincourt;Bouzincourt;80300;2.61667;50.0167
hallu;HALLU;hallu;Hallu;80320;2.8;49.7833
bazentin;BAZENTIN;bazentin;Bazentin;80300;2.76667;50.0333
bacouel-sur-selle;BACOUEL-SUR-SELLE;bacouel sur selle;Bacouel-sur-Selle;80480;2.23333;49.8333
guillaucourt;GUILLAUCOURT;guillaucourt;Guillaucourt;80170;2.63333;49.85
tilloloy;TILLOLOY;tilloloy;Tilloloy;80700;2.75;49.6333
vron;VRON;vron;Vron;80120;1.75;50.3167
hem-hardinval;HEM-HARDINVAL;hem hardinval;Hem-Hardinval;80600;2.3;50.1667
cizancourt;CIZANCOURT;cizancourt;Cizancourt;80200;2.91667;49.8333
inval-boiron;INVAL-BOIRON;inval boiron;Inval-Boiron;80430;1.75;49.8833
boismont-80;BOISMONT;boismont;Boismont;80230;1.68333;50.15
chaulnes;CHAULNES;chaulnes;Chaulnes;80320;2.8;49.8167
monchy-lagache;MONCHY-LAGACHE;monchy lagache;Monchy-Lagache;80200;03.05;49.85
saint-maxent;SAINT-MAXENT;saint maxent;Saint-Maxent;80140;1.73333;50
neufmoulin;NEUFMOULIN;neufmoulin;Neufmoulin;80132;1.9;50.1333
villers-les-roye;VILLERS-LES-ROYE;villers les roye;Villers-lès-Roye;80700;2.73333;49.7
arrest;ARREST;arrest;Arrest;80820;1.61667;50.1333
herissart;HERISSART;herissart;Hérissart;80260;2.41667;50.0167
halloy-les-pernois;HALLOY-LES-PERNOIS;halloy les pernois;Halloy-lès-Pernois;80670;2.2;50.05
